created_date,source,context,annotator,mood_parent,mood_child,gender,reason
2024-02-15,youtube,정말 마음이 아파요 마음으로 기도하겠습니다,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,참으로 안타깝고 슬픈일이네요.,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,참으로 안타깝고 슬픈일이네요.,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,참으로 안타깝고 슬픈일이네요.,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,참으로 안타깝고 슬픈일이네요.,C,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,다시 돌아간다면 한번 그 아이를 안아주고싶다…,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,이 영상 몇일 전부터 자꾸 보네.... 너무 웃곀 벌써부터 케미폭발 기대된닼,A,기쁨,기대감,F,child_unknown_or_mismatch
2024-02-15,youtube,밥먹으면서 보려고 틀었다가 오열...... 우느라 밥 못 먹은 사람 됨... ,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,밥먹으면서 보려고 틀었다가 오열...... 우느라 밥 못 먹은 사람 됨... ,E,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,진짜 업로드 된 날부터 맨날 몇십번씩 보는중인데 볼때마다 눈물나요,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,진짜 업로드 된 날부터 맨날 몇십번씩 보는중인데 볼때마다 눈물나요,B,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,해쭈님 어머님도 그 고통을 앎+내 자식의 통증을 나누지 못해서 안타까움 다 보이는 표정이라 맘이 짠해용…,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
2024-02-15,youtube,해쭈님 어머님도 그 고통을 앎+내 자식의 통증을 나누지 못해서 안타까움 다 보이는 표정이라 맘이 짠해용…,C,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,아기 맞을 준비하는거 너무 몽글몽글하구 행복하다,D,기쁨,기대감,M,child_unknown_or_mismatch
2024-02-15,youtube,저희 얘들 어릴때 좀 더 잘해줄껄 보면서 저두 울컥!!!,A,슬픔,동정(슬픔),F,child_unknown_or_mismatch
2024-02-15,youtube,진짜 들어가자마자 존재감 미쳤더라 홈팬들 엄청난 함성까지 더해져서 소름이었음..,A,기쁨,놀람,F,child_unknown_or_mismatch
2024-02-21,youtube,아....... 길을.. 너무 좋아하는 사람이라 보면서 너무 마음 아프지만. ,D,슬픔,동정(슬픔),M,child_unknown_or_mismatch
