created_date,source,context,annotation,__index_level_0__
2024-03-21,Y,따뜻한 포옹에 마음이 동정(슬픔)으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",452
2024-03-24,Z,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",453
2024-02-18,Y,그 사람의 작은 배려에 귀중함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",454
2024-03-17,Z,메시지 한 줄에도 가슴이 귀중함며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",455
2024-01-10,Y,따뜻한 포옹에 마음이 귀중함으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",456
2024-03-23,X,따뜻한 포옹에 마음이 열정적임으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",457
2024-03-25,Y,메시지 한 줄에도 가슴이 다정함며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",458
2024-01-08,Y,함께 걷던 길가의 카페 향이 아직도 너그러움게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",459
2024-03-14,X,따뜻한 포옹에 마음이 아른거림으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",460
2024-02-22,Y,메시지 한 줄에도 가슴이 두근거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",461
2024-03-12,X,메시지 한 줄에도 가슴이 두근거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",462
2024-01-11,Y,눈을 마주치자 괜히 아른거림이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",463
2024-03-23,Z,그 사람의 작은 배려에 매력적이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",464
2024-01-04,X,눈을 마주치자 괜히 열정적임이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",465
2024-03-27,X,메시지 한 줄에도 가슴이 너그러움며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'M'}]",466
2024-01-07,Y,그 사람의 작은 배려에 동정(슬픔)이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",467
2024-03-20,X,함께 걷던 길가의 카페 향이 아직도 호감게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",468
2024-03-09,Z,함께 걷던 길가의 카페 향이 아직도 두근거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",469
2024-01-03,Y,메시지 한 줄에도 가슴이 동정(슬픔)며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",470
2024-02-11,Y,그 사람의 작은 배려에 동정(슬픔)이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",471
2024-01-07,Z,그 사람의 작은 배려에 매력적이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",472
2024-01-19,X,눈을 마주치자 괜히 호감이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'F'}]",473
2024-03-14,Z,그 사람의 작은 배려에 열정적임이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",474
2024-02-17,Z,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",475
2024-01-13,Z,함께 걷던 길가의 카페 향이 아직도 너그러움게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",476
2024-03-28,Y,그 사람의 작은 배려에 귀중함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",477
2024-02-27,Z,그 사람의 작은 배려에 열정적임이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",478
2024-03-19,X,따뜻한 포옹에 마음이 호감으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",479
2024-03-25,Y,눈을 마주치자 괜히 열정적임이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",480
2024-03-01,X,메시지 한 줄에도 가슴이 동정(슬픔)며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'F'}]",481
2024-03-27,Z,따뜻한 포옹에 마음이 귀중함으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",482
2024-02-25,Y,따뜻한 포옹에 마음이 너그러움으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'M'}]",483
2024-01-10,Z,그 사람의 작은 배려에 매력적이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",484
2024-03-28,Z,눈을 마주치자 괜히 열정적임이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",485
2024-01-02,Z,함께 걷던 길가의 카페 향이 아직도 다정함게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'F'}]",486
2024-01-18,Z,함께 걷던 길가의 카페 향이 아직도 다정함게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",487
2024-01-02,Z,그 사람의 작은 배려에 아른거림이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",488
2024-03-04,X,그 사람의 작은 배려에 귀중함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",489
2024-02-21,Z,눈을 마주치자 괜히 열정적임이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",490
2024-03-26,X,눈을 마주치자 괜히 두근거림이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",491
2024-02-16,Y,따뜻한 포옹에 마음이 매력적으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",492
2024-03-11,Y,함께 걷던 길가의 카페 향이 아직도 아른거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",493
2024-03-14,X,따뜻한 포옹에 마음이 두근거림으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",494
2024-02-21,X,메시지 한 줄에도 가슴이 호감며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",495
2024-01-07,X,따뜻한 포옹에 마음이 동정(슬픔)으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",496
2024-02-19,Y,눈을 마주치자 괜히 매력적이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",497
2024-01-10,Y,메시지 한 줄에도 가슴이 호감며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",498
2024-02-11,Z,그 사람의 작은 배려에 아른거림이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",499
2024-02-20,Y,메시지 한 줄에도 가슴이 두근거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",500
2024-02-23,X,눈을 마주치자 괜히 다정함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'F'}]",501
2024-01-08,Z,함께 걷던 길가의 카페 향이 아직도 두근거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",502
2024-03-13,X,눈을 마주치자 괜히 다정함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'F'}]",503
2024-01-26,Y,함께 걷던 길가의 카페 향이 아직도 아른거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",504
2024-03-27,X,눈을 마주치자 괜히 다정함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'F'}]",505
2024-03-13,Z,눈을 마주치자 괜히 너그러움이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",506
2024-01-21,Y,함께 걷던 길가의 카페 향이 아직도 귀중함게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",507
2024-01-20,Y,따뜻한 포옹에 마음이 아른거림으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",508
2024-03-29,Y,함께 걷던 길가의 카페 향이 아직도 너그러움게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'M'}]",509
2024-01-05,Z,함께 걷던 길가의 카페 향이 아직도 매력적게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",510
2024-02-19,Z,함께 걷던 길가의 카페 향이 아직도 너그러움게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",511
2024-03-22,X,그 사람의 작은 배려에 열정적임이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",512
2024-01-14,Y,그 사람의 작은 배려에 호감이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'F'}]",513
2024-01-11,X,메시지 한 줄에도 가슴이 호감며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'F'}]",514
2024-02-07,X,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",515
2024-02-27,Z,따뜻한 포옹에 마음이 귀중함으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",516
2024-01-12,Y,함께 걷던 길가의 카페 향이 아직도 열정적임게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",517
2024-01-29,Y,함께 걷던 길가의 카페 향이 아직도 두근거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",518
2024-02-12,X,눈을 마주치자 괜히 귀중함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",519
2024-02-22,Y,눈을 마주치자 괜히 귀중함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",520
2024-03-06,Y,그 사람의 작은 배려에 다정함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",521
2024-01-24,Z,따뜻한 포옹에 마음이 동정(슬픔)으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'F'}]",522
2024-03-19,X,따뜻한 포옹에 마음이 호감으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",523
2024-02-23,Y,그 사람의 작은 배려에 너그러움이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'M'}]",524
2024-03-10,Z,그 사람의 작은 배려에 귀중함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",525
2024-02-11,Z,메시지 한 줄에도 가슴이 귀중함며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",526
2024-02-22,X,메시지 한 줄에도 가슴이 두근거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",527
2024-02-18,Y,그 사람의 작은 배려에 아른거림이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",528
2024-03-24,Y,함께 걷던 길가의 카페 향이 아직도 아른거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",529
2024-02-23,Y,함께 걷던 길가의 카페 향이 아직도 귀중함게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",530
2024-03-04,X,함께 걷던 길가의 카페 향이 아직도 아른거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",531
2024-02-05,Y,그 사람의 작은 배려에 아른거림이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",532
2024-02-25,X,메시지 한 줄에도 가슴이 매력적며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",533
2024-01-14,X,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",534
2024-03-26,Z,따뜻한 포옹에 마음이 동정(슬픔)으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'F'}]",535
2024-02-20,Y,따뜻한 포옹에 마음이 열정적임으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",536
2024-03-08,Y,그 사람의 작은 배려에 동정(슬픔)이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",537
2024-01-17,Z,눈을 마주치자 괜히 너그러움이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",538
2024-02-06,Z,함께 걷던 길가의 카페 향이 아직도 매력적게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",539
2024-01-08,Z,함께 걷던 길가의 카페 향이 아직도 호감게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",540
2024-02-14,Y,그 사람의 작은 배려에 열정적임이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",541
2024-01-23,Z,메시지 한 줄에도 가슴이 귀중함며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",542
2024-02-18,Z,메시지 한 줄에도 가슴이 매력적며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",543
2024-01-15,Z,함께 걷던 길가의 카페 향이 아직도 아른거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",544
2024-03-30,Z,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",545
2024-02-24,Y,따뜻한 포옹에 마음이 다정함으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",546
2024-02-02,Y,눈을 마주치자 괜히 귀중함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",547
2024-01-23,Y,눈을 마주치자 괜히 두근거림이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",548
2024-01-09,Y,메시지 한 줄에도 가슴이 호감며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'F'}]",549
2024-03-03,Y,함께 걷던 길가의 카페 향이 아직도 동정(슬픔)게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",550
2024-02-19,Y,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",551
2024-03-16,Z,그 사람의 작은 배려에 두근거림이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",552
2024-03-25,Z,눈을 마주치자 괜히 열정적임이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",553
2024-03-01,X,함께 걷던 길가의 카페 향이 아직도 다정함게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'F'}]",554
2024-01-12,Z,메시지 한 줄에도 가슴이 매력적며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",555
2024-02-06,Z,메시지 한 줄에도 가슴이 너그러움며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",556
2024-02-26,X,따뜻한 포옹에 마음이 동정(슬픔)으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'F'}]",557
2024-01-17,Z,따뜻한 포옹에 마음이 아른거림으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",558
2024-01-12,Z,메시지 한 줄에도 가슴이 동정(슬픔)며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'F'}]",559
2024-01-02,Z,따뜻한 포옹에 마음이 아른거림으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",560
2024-02-23,X,메시지 한 줄에도 가슴이 귀중함며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",561
2024-03-09,Z,메시지 한 줄에도 가슴이 귀중함며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",562
2024-02-16,Y,따뜻한 포옹에 마음이 열정적임으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",563
2024-01-07,Y,따뜻한 포옹에 마음이 열정적임으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",564
2024-03-20,X,눈을 마주치자 괜히 열정적임이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",565
2024-02-27,Z,눈을 마주치자 괜히 다정함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",566
2024-03-23,X,눈을 마주치자 괜히 너그러움이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",567
2024-03-05,X,메시지 한 줄에도 가슴이 호감며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'F'}]",568
2024-03-14,Y,메시지 한 줄에도 가슴이 호감며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",569
2024-01-14,X,함께 걷던 길가의 카페 향이 아직도 귀중함게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",570
2024-03-06,X,함께 걷던 길가의 카페 향이 아직도 아른거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'M'}]",571
2024-03-06,Y,그 사람의 작은 배려에 다정함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",572
2024-02-03,Y,눈을 마주치자 괜히 두근거림이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",573
2024-03-24,Y,그 사람의 작은 배려에 다정함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",574
2024-03-19,X,눈을 마주치자 괜히 두근거림이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",575
2024-02-18,X,그 사람의 작은 배려에 매력적이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",576
2024-02-20,X,함께 걷던 길가의 카페 향이 아직도 두근거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",577
2024-01-26,Y,따뜻한 포옹에 마음이 두근거림으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'M'}]",578
2024-01-07,X,함께 걷던 길가의 카페 향이 아직도 아른거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",579
2024-02-08,Y,함께 걷던 길가의 카페 향이 아직도 매력적게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",580
2024-01-16,Z,메시지 한 줄에도 가슴이 다정함며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",581
2024-02-11,Y,눈을 마주치자 괜히 열정적임이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",582
2024-03-06,Z,함께 걷던 길가의 카페 향이 아직도 호감게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",583
2024-03-29,X,함께 걷던 길가의 카페 향이 아직도 매력적게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",584
2024-01-12,X,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",585
2024-01-05,X,눈을 마주치자 괜히 다정함이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",586
2024-02-05,Z,그 사람의 작은 배려에 다정함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'F'}]",587
2024-01-11,X,메시지 한 줄에도 가슴이 동정(슬픔)며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'F'}]",588
2024-03-26,X,그 사람의 작은 배려에 매력적이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",589
2024-03-08,Y,그 사람의 작은 배려에 다정함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'M'}]",590
2024-02-21,Y,메시지 한 줄에도 가슴이 아른거림며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_아른거림', 'gender': 'F'}]",591
2024-01-28,X,따뜻한 포옹에 마음이 호감으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'F'}]",592
2024-03-12,X,따뜻한 포옹에 마음이 열정적임으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'M'}]",593
2024-02-06,X,그 사람의 작은 배려에 너그러움이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'F'}]",594
2024-03-17,X,메시지 한 줄에도 가슴이 열정적임며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",595
2024-02-26,Z,그 사람의 작은 배려에 매력적이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",596
2024-03-25,X,따뜻한 포옹에 마음이 열정적임으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",597
2024-03-13,Z,함께 걷던 길가의 카페 향이 아직도 귀중함게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'M'}]",598
2024-03-01,Z,함께 걷던 길가의 카페 향이 아직도 호감게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'M'}]",599
2024-03-13,X,그 사람의 작은 배려에 다정함이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_다정함', 'gender': 'F'}]",600
2024-02-16,X,메시지 한 줄에도 가슴이 매력적며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",601
2024-01-14,Z,눈을 마주치자 괜히 매력적이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",602
2024-03-22,X,그 사람의 작은 배려에 동정(슬픔)이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",603
2024-01-09,X,눈을 마주치자 괜히 동정(슬픔)이 올라와 말을 더듬었다.,"[{'annotator': 'A', 'emotion': '사랑_동정(슬픔)', 'gender': 'M'}]",604
2024-03-17,X,따뜻한 포옹에 마음이 귀중함으로 가득 찼다.,"[{'annotator': 'A', 'emotion': '사랑_귀중함', 'gender': 'F'}]",605
2024-02-10,Z,메시지 한 줄에도 가슴이 매력적며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'F'}]",606
2024-03-12,Z,함께 걷던 길가의 카페 향이 아직도 두근거림게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",607
2024-03-21,Z,그 사람의 작은 배려에 두근거림이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_두근거림', 'gender': 'F'}]",608
2024-01-10,X,그 사람의 작은 배려에 매력적이 생겨 하루 종일 미소가 지어졌다.,"[{'annotator': 'A', 'emotion': '사랑_매력적', 'gender': 'M'}]",609
2024-01-26,Z,메시지 한 줄에도 가슴이 열정적임며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_열정적임', 'gender': 'F'}]",610
2024-01-27,Y,함께 걷던 길가의 카페 향이 아직도 호감게 맴돈다.,"[{'annotator': 'A', 'emotion': '사랑_호감', 'gender': 'F'}]",611
2024-03-21,Y,메시지 한 줄에도 가슴이 너그러움며 집중이 잘 안 됐다.,"[{'annotator': 'A', 'emotion': '사랑_너그러움', 'gender': 'M'}]",612
